fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,B
memlock-stack,COMB_W2_D10_B1024,0,10098,825,824,-1,-1,0.05%,1,12,90.12273524254822,4626,5133,90.40501446480232,3750,4148,-1.0,-1,-1,100,3,3,1024
memlock-stack,COMB_W2_D10_B1024,0,3003,311,310,-1,-1,0.05%,1,8,49.95129553867134,2564,5133,51.15718418514948,2122,4148,-1.0,-1,-1,100,3,3,1024
memlock-stack,COMB_W2_D10_B1024,0,7086,655,654,-1,-1,0.05%,1,11,79.87531657899864,4100,5133,80.42430086788815,3336,4148,-1.0,-1,-1,100,3,3,1024
memlock-stack,COMB_W2_D10_B1024,0,6869,645,644,-1,-1,0.05%,1,10,78.80381842976817,4045,5133,79.67695274831243,3305,4148,-1.0,-1,-1,100,3,3,1024
memlock-stack,COMB_W2_D10_B1024,0,10542,840,839,-1,-1,0.05%,1,13,91.6617962205338,4705,5133,91.58630665380907,3799,4148,-1.0,-1,-1,100,3,3,1024
memlock-stack,COMB_W2_D10_B1024,0,6684,631,630,-1,-1,0.05%,1,10,78.16091954022988,4012,5133,78.56798457087754,3259,4148,-1.0,-1,-1,100,3,3,1024
memlock-stack,COMB_W2_D10_B1024,0,9426,787,786,-1,-1,0.05%,1,12,87.66803039158387,4500,5133,88.06653809064609,3653,4148,-1.0,-1,-1,100,3,3,1024
memlock-stack,COMB_W2_D10_B704,0,9763,809,808,-1,-1,0.05%,1,13,89.01227352425482,4569,5133,89.2960462873674,3704,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,8105,722,721,-1,-1,0.05%,1,11,84.29768166764076,4327,5133,84.5708775313404,3508,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,5024,497,496,-1,-1,0.05%,1,8,68.069355152932,3494,5133,68.80424300867888,2854,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,7726,701,700,-1,-1,0.05%,1,11,81.70660432495616,4194,5133,82.44937319189971,3420,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,4302,430,429,-1,-1,0.05%,1,8,60.91954022988506,3127,5133,61.83702989392478,2565,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,2925,305,304,-1,-1,0.05%,1,7,49.21098772647575,2526,5133,50.2410800385728,2084,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,9064,770,769,-1,-1,0.05%,1,12,87.20046756282875,4476,5133,87.4397299903568,3627,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,6418,599,598,-1,-1,0.05%,1,10,75.04383401519578,3852,5133,75.79556412729026,3144,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,10873,855,854,-1,-1,0.05%,1,13,90.9799337619326,4670,5133,91.20057859209255,3783,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,2541,266,265,-1,-1,0.05%,1,6,45.17825832846289,2319,5133,46.16682738669238,1915,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,6127,582,581,-1,-1,0.05%,1,9,72.95928307032923,3745,5133,73.8669238187078,3064,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,4507,454,453,-1,-1,0.05%,1,7,64.54315215273719,3313,5133,65.33269045323047,2710,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,10740,865,864,-1,-1,0.05%,1,13,92.65536723163842,4756,5133,92.64705882352942,3843,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,11869,898,897,-1,-1,0.05%,1,14,93.68790181180596,4809,5133,93.73191899710704,3888,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,4060,414,413,-1,-1,0.05%,1,7,60.646795246444576,3113,5133,61.57184185149469,2554,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,1428,152,151,-1,-1,0.05%,1,5,30.4500292226768,1563,5133,31.509161041465767,1307,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,6991,651,650,-1,-1,0.05%,1,9,78.74537307617378,4042,5133,79.36354869816779,3292,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,14007,962,961,-1,-1,0.05%,1,16,97.42840444184688,5001,5133,97.22757955641272,4033,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,7506,680,679,-1,-1,0.05%,1,10,81.41437755698422,4179,5133,81.94310511089682,3399,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B704,0,9785,811,810,-1,-1,0.05%,1,13,89.14864601597506,4576,5133,89.58534233365476,3716,4148,-1.0,-1,-1,100,3,3,704
memlock-stack,COMB_W2_D10_B1,0,229,25,24,-1,-1,0.05%,1,4,8.182349503214494,420,5133,9.01639344262295,374,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,629,69,68,-1,-1,0.05%,1,5,17.45567894019092,896,5133,18.297974927675988,759,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,2435,256,255,-1,-1,0.05%,1,6,43.61971556594584,2239,5133,44.59980713596914,1850,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,281,31,30,-1,-1,0.05%,1,5,10.442236508864212,536,5133,11.162005785920924,463,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,275,31,30,-1,-1,0.05%,1,4,9.54607442041691,490,5133,10.390549662487944,431,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,295,33,32,-1,-1,0.05%,1,4,9.85778297292032,506,5133,10.679845708775314,443,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,302,33,32,-1,-1,0.05%,1,5,9.195402298850574,472,5133,10.028929604628736,416,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,528,58,57,-1,-1,0.05%,1,4,15.721800116890709,807,5133,16.682738669238187,692,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,555,60,59,-1,-1,0.05%,1,4,15.68283654782778,805,5133,16.4175506268081,681,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,1293,140,139,-1,-1,0.05%,1,5,28.38496006234171,1457,5133,29.435872709739638,1221,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,229,25,24,-1,-1,0.05%,1,4,8.72783947009546,448,5133,9.570877531340404,397,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,826,90,89,-1,-1,0.05%,1,4,20.514319111630623,1053,5133,21.79363548698168,904,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,314,34,33,-1,-1,0.05%,1,4,10.773426845899085,553,5133,11.66827386692382,484,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,884,96,95,-1,-1,0.05%,1,5,22.1118254432106,1135,5133,23.11957569913211,959,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,775,85,84,-1,-1,0.05%,1,5,20.92343658679135,1074,5133,21.7695274831244,903,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,272,30,29,-1,-1,0.05%,1,5,9.175920514319111,471,5133,10.05303760848602,417,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,603,66,65,-1,-1,0.05%,1,5,16.42314436002338,843,5133,17.381870781099327,721,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,311,34,33,-1,-1,0.05%,1,4,10.890317553087865,559,5133,11.837029893924782,491,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,1043,113,112,-1,-1,0.05%,1,5,23.57295928307033,1210,5133,24.59016393442623,1020,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B1,0,300,34,33,-1,-1,0.05%,1,5,10.383791155269822,533,5133,11.258437801350048,467,4148,-1.0,-1,-1,100,3,3,1
memlock-stack,COMB_W2_D10_B448,0,2228,236,235,-1,-1,0.05%,1,6,41.71050068186246,2141,5133,42.69527483124397,1771,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,2065,220,219,-1,-1,0.05%,1,5,40.794856808883694,2094,5133,41.87560270009643,1737,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,5464,530,529,-1,-1,0.05%,1,9,69.3356711474771,3559,5133,70.41947926711669,2921,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,10301,840,839,-1,-1,0.05%,1,13,90.96045197740112,4669,5133,91.12825458052072,3780,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,6175,585,584,-1,-1,0.05%,1,9,74.57627118644068,3828,5133,75.21697203471552,3120,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,5042,494,493,-1,-1,0.05%,1,8,66.88096629651275,3433,5133,68.12921890067503,2826,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,4938,486,485,-1,-1,0.05%,1,8,65.0107149814923,3337,5133,65.98360655737704,2737,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,4584,460,459,-1,-1,0.05%,1,8,64.42626144554842,3307,5133,65.50144648023144,2717,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,13511,938,937,-1,-1,0.05%,1,17,96.64913306058835,4961,5133,96.35969141755064,3997,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,7217,667,666,-1,-1,0.05%,1,10,80.44028833041106,4129,5133,80.93056894889104,3357,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,6807,637,636,-1,-1,0.05%,1,10,78.14143775569842,4011,5133,78.71263259402122,3265,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,5912,572,571,-1,-1,0.05%,1,9,72.84239236314046,3739,5133,73.33654773384764,3042,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,253,28,27,-1,-1,0.05%,1,4,8.747321254626923,449,5133,9.643201542912246,400,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,6739,629,628,-1,-1,0.05%,1,10,77.06993960646795,3956,5133,77.74831243973,3225,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,2699,282,281,-1,-1,0.05%,1,7,45.52893045002922,2337,5133,46.55255544840888,1931,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,1376,148,147,-1,-1,0.05%,1,5,30.80070134424313,1581,5133,31.822565091610414,1320,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,8922,764,763,-1,-1,0.05%,1,11,86.16793298266121,4423,5133,86.6923818707811,3596,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,16646,994,993,-1,-1,0.05%,1,19,98.5193843756088,5057,5133,98.24011571841852,4075,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,4926,490,489,-1,-1,0.05%,1,8,65.7510227936879,3375,5133,66.73095467695275,2768,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B448,0,18081,1003,1002,-1,-1,0.05%,1,20,99.06487434248976,5085,5133,98.7463837994214,4096,4148,-1.0,-1,-1,100,3,3,448
memlock-stack,COMB_W2_D10_B832,0,9272,790,789,-1,-1,0.05%,1,12,87.57062146892656,4495,5133,88.06653809064609,3653,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,11541,887,886,-1,-1,0.05%,1,14,93.5125657510228,4800,5133,93.68370298939249,3886,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,15938,981,980,-1,-1,0.05%,1,17,98.07130333138517,5034,5133,97.83027965284474,4058,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,8773,760,759,-1,-1,0.05%,1,11,85.77829729203195,4403,5133,86.47540983606558,3587,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,6275,600,599,-1,-1,0.05%,1,10,75.33606078316774,3867,5133,76.08486017357762,3156,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,5300,514,513,-1,-1,0.05%,1,8,67.9719462302747,3489,5133,68.92478302796529,2859,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,11701,896,895,-1,-1,0.05%,1,14,94.27235534774988,4839,5133,94.28640308582447,3911,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,5584,536,535,-1,-1,0.05%,1,8,69.56945256185466,3571,5133,70.46769527483124,2923,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,2497,264,263,-1,-1,0.05%,1,6,44.710695499707775,2295,5133,45.87753134040501,1903,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,6122,578,577,-1,-1,0.05%,1,10,74.01129943502825,3799,5133,74.83124397299903,3104,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,3153,327,326,-1,-1,0.05%,1,6,51.95791934541204,2667,5133,52.9893924783028,2198,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,14178,960,959,-1,-1,0.05%,1,16,97.07773232028056,4983,5133,96.98649951783992,4023,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,4651,458,457,-1,-1,0.05%,1,8,63.51061757256965,3260,5133,64.24783027965285,2665,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,10074,822,821,-1,-1,0.05%,1,13,90.492889148646,4645,5133,90.52555448408872,3755,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,8935,773,772,-1,-1,0.05%,1,11,87.08357685563998,4470,5133,87.53616200578593,3631,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,4194,421,420,-1,-1,0.05%,1,8,59.536333528151175,3056,5133,60.51108968177434,2510,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,8724,748,747,-1,-1,0.05%,1,12,86.20689655172413,4425,5133,86.52362584378014,3589,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,6332,601,600,-1,-1,0.05%,1,10,74.96590687706994,3848,5133,75.67502410800385,3139,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,4849,483,482,-1,-1,0.05%,1,8,65.65361387103059,3370,5133,66.6586306653809,2765,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B832,0,17714,1010,1009,-1,-1,0.05%,1,19,99.22072861874148,5093,5133,98.93924783027964,4104,4148,-1.0,-1,-1,100,3,3,832
memlock-stack,COMB_W2_D10_B96,0,4871,478,477,-1,-1,0.05%,1,8,66.37443989869473,3407,5133,67.28543876567021,2791,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,824,89,88,-1,-1,0.05%,1,4,21.507890122735244,1104,5133,22.61330761812922,938,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,1391,150,149,-1,-1,0.05%,1,5,30.722774206117283,1577,5133,31.75024108003857,1317,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,4596,460,459,-1,-1,0.05%,1,8,63.82232612507306,3276,5133,64.87463837994214,2691,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,929,101,100,-1,-1,0.05%,1,5,23.59244106760179,1211,5133,24.807135969141758,1029,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,1396,150,149,-1,-1,0.05%,1,5,31.61893629456458,1623,5133,32.47348119575699,1347,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,2469,257,256,-1,-1,0.05%,1,6,43.98986947204365,2258,5133,45.03375120540019,1868,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,548,60,59,-1,-1,0.05%,1,4,15.23475550360413,782,5133,16.176470588235293,671,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,722,78,77,-1,-1,0.05%,1,4,18.68303136567309,959,5133,19.672131147540984,816,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,2227,235,234,-1,-1,0.05%,1,6,41.22345606857588,2116,5133,42.43008678881389,1760,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,289,32,31,-1,-1,0.05%,1,5,9.565556204948374,491,5133,10.438765670202509,433,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,3201,333,332,-1,-1,0.05%,1,7,52.36703682057277,2688,5133,53.47155255544841,2218,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,3433,349,348,-1,-1,0.05%,1,7,53.535943892460544,2748,5133,54.77338476374156,2272,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,2828,298,297,-1,-1,0.05%,1,7,49.24995129553867,2528,5133,49.97589199614272,2073,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,2562,269,268,-1,-1,0.05%,1,6,45.548412234560686,2338,5133,46.69720347155256,1937,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,2471,260,259,-1,-1,0.05%,1,6,42.9573348918761,2205,5133,44.09353905496624,1829,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,844,92,91,-1,-1,0.05%,1,4,20.826027664134035,1069,5133,21.79363548698168,904,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,2028,215,214,-1,-1,0.05%,1,6,39.781804013247616,2042,5133,40.959498553519765,1699,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,1917,203,202,-1,-1,0.05%,1,6,38.88564192480031,1996,5133,39.89874638379942,1655,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B96,0,783,87,86,-1,-1,0.05%,1,4,21.97545295149036,1128,5133,22.926711668273867,951,4148,-1.0,-1,-1,100,3,3,96
memlock-stack,COMB_W2_D10_B64,0,3590,369,368,-1,-1,0.05%,1,7,56.38028443405416,2894,5133,57.35294117647059,2379,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,575,63,62,-1,-1,0.05%,1,5,16.36469900642899,840,5133,17.357762777242044,720,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,2585,271,270,-1,-1,0.05%,1,7,45.29514903565167,2325,5133,46.45612343297975,1927,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,1898,200,199,-1,-1,0.05%,1,6,37.26865380868888,1913,5133,38.4281581485053,1594,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,2795,290,289,-1,-1,0.05%,1,6,48.957724527566725,2513,5133,49.8794599807136,2069,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,3690,379,378,-1,-1,0.05%,1,7,56.41924800311708,2896,5133,57.401157184185145,2381,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,4749,472,471,-1,-1,0.05%,1,8,64.03662575491916,3287,5133,65.09161041465767,2700,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,2564,269,268,-1,-1,0.05%,1,6,45.97701149425287,2360,5133,46.98649951783992,1949,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,4251,421,420,-1,-1,0.05%,1,8,60.35456847847263,3098,5133,61.21022179363549,2539,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,576,63,62,-1,-1,0.05%,1,4,17.12448860315605,879,5133,18.153326904532303,753,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,1962,209,208,-1,-1,0.05%,1,6,39.00253263198909,2002,5133,40.28447444551591,1671,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,5072,496,495,-1,-1,0.05%,1,9,66.68614845119814,3423,5133,67.64705882352942,2806,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,1285,138,137,-1,-1,0.05%,1,5,30.099357101110463,1545,5133,31.36451301832208,1301,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,2161,225,224,-1,-1,0.05%,1,5,39.23631404636665,2014,5133,40.26036644165863,1670,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,794,87,86,-1,-1,0.05%,1,5,19.71556594584064,1012,5133,20.805207328833173,863,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,4571,456,455,-1,-1,0.05%,1,8,64.66004285992597,3319,5133,65.38090646094503,2712,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,1509,162,161,-1,-1,0.05%,1,6,31.61893629456458,1623,5133,32.8351012536162,1362,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,3564,363,362,-1,-1,0.05%,1,7,55.2503409312293,2836,5133,56.388621022179365,2339,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,3685,381,380,-1,-1,0.05%,1,7,57.84141827391389,2969,5133,58.77531340405015,2438,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B64,0,1558,167,166,-1,-1,0.05%,1,6,31.59945451003312,1622,5133,32.907425265188046,1365,4148,-1.0,-1,-1,100,3,3,64
memlock-stack,COMB_W2_D10_B544,0,3943,401,400,-1,-1,0.05%,1,8,58.79602571595558,3018,5133,59.763741562198646,2479,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,9925,809,808,-1,-1,0.05%,1,12,88.72004675628288,4554,5133,88.95853423336548,3690,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,9776,809,808,-1,-1,0.05%,1,13,89.4993181375414,4594,5133,89.70588235294117,3721,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,1805,193,192,-1,-1,0.05%,1,6,34.96980323397623,1795,5133,36.18611378977821,1501,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,13395,941,940,-1,-1,0.05%,1,15,96.16208844730176,4936,5133,96.09450337512054,3986,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,3631,373,372,-1,-1,0.05%,1,7,56.808883693746346,2916,5133,57.7145612343298,2394,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,6864,644,643,-1,-1,0.05%,1,9,78.64796415351645,4037,5133,79.2189006750241,3286,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,9314,793,792,-1,-1,0.05%,1,13,88.05766608221313,4520,5133,88.40405014464802,3667,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,281,31,30,-1,-1,0.05%,1,4,9.779855834794466,502,5133,10.752169720347156,446,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,815,89,88,-1,-1,0.05%,1,5,20.96240015585428,1076,5133,22.10703953712633,917,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,255,28,27,-1,-1,0.05%,1,4,9.331774790570815,479,5133,10.14946962391514,421,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,16986,988,987,-1,-1,0.05%,1,18,98.59731151373464,5061,5133,98.28833172613308,4077,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,7609,678,677,-1,-1,0.05%,1,11,80.24547048509643,4119,5133,80.8341369334619,3353,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,13756,947,946,-1,-1,0.05%,1,16,96.39586986167932,4948,5133,96.33558341369334,3996,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,16878,1002,1001,-1,-1,0.05%,1,19,98.947983635301,5079,5133,98.64995178399228,4092,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,3726,378,377,-1,-1,0.05%,1,8,55.7763491135788,2863,5133,56.91899710703954,2361,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,553,61,60,-1,-1,0.05%,1,4,15.468536917981687,794,5133,16.36933461909354,679,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,5263,516,515,-1,-1,0.05%,1,9,68.73173582700176,3528,5133,69.5274831243973,2884,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,6537,619,618,-1,-1,0.05%,1,10,77.49853886616013,3978,5133,78.15814850530376,3242,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B544,0,11651,890,889,-1,-1,0.05%,1,14,93.53204753555426,4801,5133,93.58727097396336,3882,4148,-1.0,-1,-1,100,3,3,544
memlock-stack,COMB_W2_D10_B864,0,1358,146,145,-1,-1,0.05%,1,5,30.06039353204753,1543,5133,30.88235294117647,1281,4148,-1.0,-1,-1,100,3,3,864
memlock-stack,COMB_W2_D10_B864,0,5842,559,558,-1,-1,0.05%,1,9,72.18001168907072,3705,5133,72.7579556412729,3018,4148,-1.0,-1,-1,100,3,3,864
memlock-stack,COMB_W2_D10_B864,0,9404,800,799,-1,-1,0.05%,1,12,88.46678355737384,4541,5133,88.91031822565093,3688,4148,-1.0,-1,-1,100,3,3,864
memlock-stack,COMB_W2_D10_B864,0,15565,980,979,-1,-1,0.05%,1,17,98.07130333138517,5034,5133,97.83027965284474,4058,4148,-1.0,-1,-1,100,3,3,864
memlock-stack,COMB_W2_D10_B864,0,3377,343,342,-1,-1,0.05%,1,7,52.678745373076175,2704,5133,53.905496624879454,2236,4148,-1.0,-1,-1,100,3,3,864
memlock-stack,COMB_W2_D10_B864,0,6524,616,615,-1,-1,0.05%,1,10,76.81667640755893,3943,5133,77.41080038572807,3211,4148,-1.0,-1,-1,100,3,3,864
