fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,D
fairfuzz,MAGIC_D8_L8_CHAR,2119,1703125,8,7,-1,-1,0.02%,1,560,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,320,303808,8,7,-1,-1,0.01%,1,103,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,690,612054,8,7,-1,-1,0.02%,1,204,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,2647,2096857,8,7,-1,-1,0.01%,1,691,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,2568,2066739,8,7,-1,-1,0.02%,1,682,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,127,147716,8,7,-1,-1,0.01%,1,52,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,3897,2258844,8,7,-1,-1,0.02%,1,794,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,5402,4257926,8,7,-1,-1,0.01%,1,1483,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,714,473227,8,7,-1,-1,0.01%,1,159,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,4186,3305403,8,7,-1,-1,0.02%,1,1110,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,3282,1931744,8,7,-1,-1,0.01%,1,638,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,242,254327,8,7,-1,-1,0.01%,1,87,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,743,667728,8,7,-1,-1,0.01%,1,233,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,498,446830,8,7,-1,-1,0.01%,1,151,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,1105,917644,8,7,-1,-1,0.02%,1,305,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D8_L8_CHAR,1039,864496,8,7,-1,-1,0.01%,1,285,50.0,29,58,36.89320388349515,38,103,52.63157894736842,20,38,25,2,8,8
fairfuzz,MAGIC_D9_L9_CHAR,81,161270,9,8,-1,-1,0.01%,1,58,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,1143,1009253,9,8,-1,-1,0.02%,1,335,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,302,296817,9,8,-1,-1,0.02%,1,102,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,372,399893,9,8,-1,-1,0.02%,1,136,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,2060,1789062,9,8,-1,-1,0.01%,1,594,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,2491,2139194,9,8,-1,-1,0.01%,1,704,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,13487,11117423,9,8,-1,-1,0.01%,1,3664,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,108,206461,9,8,-1,-1,0.02%,1,72,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,13358,11045110,9,8,-1,-1,0.01%,1,3651,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,123,241278,9,8,-1,-1,0.02%,1,84,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,5659,4648265,9,8,-1,-1,0.02%,1,1534,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,5662,4578225,9,8,-1,-1,0.02%,1,1512,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,1229,1084499,9,8,-1,-1,0.01%,1,361,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,1474,1344550,9,8,-1,-1,0.02%,1,447,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,940,888655,9,8,-1,-1,0.01%,1,296,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,10971,6690821,9,8,-1,-1,0.01%,1,2211,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,7036,5671659,9,8,-1,-1,0.02%,1,1874,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,641,631880,9,8,-1,-1,0.02%,1,210,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,81,163443,9,8,-1,-1,0.01%,1,58,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D9_L9_CHAR,12180,7406339,9,8,-1,-1,0.01%,1,2457,51.66666666666667,31,60,38.095238095238095,40,105,55.00000000000001,22,40,25,2,8,9
fairfuzz,MAGIC_D3_L3_CHAR,1176,889441,2,1,-1,-1,0.01%,1,345,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,1485,1115059,2,1,-1,-1,0.01%,1,433,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,1455,440332,2,1,-1,-1,0.01%,1,174,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,2527,1892195,2,1,-1,-1,0.01%,1,731,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,1517,1145079,2,1,-1,-1,0.01%,1,445,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,93,76512,2,1,-1,-1,0.01%,1,34,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,359,276906,2,1,-1,-1,0.01%,1,111,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,2346,1763952,2,1,-1,-1,0.01%,1,683,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,4749,3560243,2,1,-1,-1,0.01%,1,1393,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,639,188817,2,1,-1,-1,0.01%,1,77,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,16,14791,2,1,-1,-1,0.01%,1,9,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,1211,906255,2,1,-1,-1,0.01%,1,353,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,2331,1755043,2,1,-1,-1,0.01%,1,679,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,16726,12531242,2,1,-1,-1,0.01%,1,4896,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,138,110337,2,1,-1,-1,0.01%,1,47,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,621,468137,2,1,-1,-1,0.01%,1,185,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,296,228442,2,1,-1,-1,0.01%,1,92,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,666,505728,2,1,-1,-1,0.01%,1,199,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,2571,1934570,2,1,-1,-1,0.01%,1,750,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
fairfuzz,MAGIC_D3_L3_CHAR,686,516991,2,1,-1,-1,0.01%,1,203,33.33333333333333,16,48,24.731182795698924,23,93,28.57142857142857,8,28,25,2,8,3
memlock-stack,MAGIC_D5_L5_CHAR,3,18577,6,5,-1,-1,0.01%,1,14,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,120,545705,6,5,-1,-1,0.03%,1,291,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,34,112463,6,5,-1,-1,0.03%,1,64,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,9,26489,6,5,-1,-1,0.01%,1,18,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,5,18777,5,4,-1,-1,0.01%,1,14,40.38461538461539,21,52,38.095238095238095,40,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,40,92029,6,5,-1,-1,0.01%,1,53,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,13,65027,6,5,-1,-1,0.01%,1,39,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,39,127721,6,5,-1,-1,0.03%,1,72,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,12,48206,6,5,-1,-1,0.01%,1,30,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,40,71979,6,5,-1,-1,0.01%,1,41,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,46,192292,6,5,-1,-1,0.03%,1,106,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,20,92814,6,5,-1,-1,0.01%,1,52,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,42,89419,6,5,-1,-1,0.01%,1,51,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,63,275303,6,5,-1,-1,0.02%,1,151,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,64,278736,6,5,-1,-1,0.02%,1,150,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,19,91543,6,5,-1,-1,0.01%,1,53,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,20,84266,6,5,-1,-1,0.01%,1,48,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,11,51188,6,5,-1,-1,0.01%,1,31,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,46,170125,6,5,-1,-1,0.03%,1,95,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D5_L5_CHAR,65,172394,6,5,-1,-1,0.02%,1,98,44.230769230769226,23,52,40.0,42,105,-1.0,-1,-1,25,2,8,5
memlock-stack,MAGIC_D6_L6_CHAR,31,136466,7,6,-1,-1,0.04%,1,75,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,6,39104,7,6,-1,-1,0.01%,1,25,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,87,315529,7,6,-1,-1,0.03%,1,172,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,55,203871,7,6,-1,-1,0.03%,1,110,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,114,408329,7,6,-1,-1,0.03%,1,231,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,51,257636,7,6,-1,-1,0.04%,1,145,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,32,168708,7,6,-1,-1,0.04%,1,93,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,35,170638,7,6,-1,-1,0.03%,1,93,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,38,155268,7,6,-1,-1,0.02%,1,85,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,247,714162,7,6,-1,-1,0.04%,1,377,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,82,299729,7,6,-1,-1,0.03%,1,161,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,105,258381,7,6,-1,-1,0.04%,1,139,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,25,116386,7,6,-1,-1,0.04%,1,66,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,19,78239,7,6,-1,-1,0.01%,1,45,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,41,193707,7,6,-1,-1,0.03%,1,105,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,49,215020,7,6,-1,-1,0.04%,1,117,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,14,82718,7,6,-1,-1,0.01%,1,47,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,14,81471,7,6,-1,-1,0.01%,1,47,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,30,160457,7,6,-1,-1,0.03%,1,88,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D6_L6_CHAR,17,93849,7,6,-1,-1,0.01%,1,53,46.2962962962963,25,54,41.1214953271028,44,107,-1.0,-1,-1,25,2,8,6
memlock-stack,MAGIC_D10_L10_CHAR,79,611394,11,10,-1,-1,0.05%,1,331,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,150,596103,11,10,-1,-1,0.05%,1,334,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,53,384334,11,10,-1,-1,0.05%,1,211,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,38,357369,11,10,-1,-1,0.05%,1,192,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,54,347878,11,10,-1,-1,0.05%,1,193,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,193,1002425,11,10,-1,-1,0.05%,1,546,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,246,1225410,11,10,-1,-1,0.04%,1,659,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,82,633984,11,10,-1,-1,0.05%,1,345,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,39,340561,11,10,-1,-1,0.05%,1,189,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,29,251942,11,10,-1,-1,0.05%,1,140,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,67,370970,11,10,-1,-1,0.05%,1,205,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,107,724513,11,10,-1,-1,0.04%,1,400,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,370,2228380,11,10,-1,-1,0.05%,1,1185,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,250,1373457,11,10,-1,-1,0.05%,1,762,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,26,233910,11,10,-1,-1,0.05%,1,133,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,100,684225,11,10,-1,-1,0.05%,1,370,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,33,242157,11,10,-1,-1,0.05%,1,136,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,166,929294,11,10,-1,-1,0.05%,1,513,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,102,542417,11,10,-1,-1,0.05%,1,298,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D10_L10_CHAR,251,1563568,11,10,-1,-1,0.05%,1,848,53.2258064516129,33,62,45.21739130434783,52,115,-1.0,-1,-1,25,2,8,10
memlock-stack,MAGIC_D11_L11_CHAR,28,285545,12,11,-1,-1,0.06%,1,155,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,45,289186,12,11,-1,-1,0.04%,1,159,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,24,267178,12,11,-1,-1,0.05%,1,148,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,108,593553,12,11,-1,-1,0.05%,1,313,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,115,723175,12,11,-1,-1,0.05%,1,392,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,93,676106,12,11,-1,-1,0.06%,1,365,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,60,441247,12,11,-1,-1,0.04%,1,233,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,92,641617,12,11,-1,-1,0.05%,1,349,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,184,1109456,12,11,-1,-1,0.05%,1,597,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,187,1385766,12,11,-1,-1,0.06%,1,743,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,163,1198050,12,11,-1,-1,0.05%,1,642,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,92,644441,12,11,-1,-1,0.06%,1,353,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,72,539453,12,11,-1,-1,0.05%,1,292,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,20,225192,12,11,-1,-1,0.06%,1,125,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,73,571855,12,11,-1,-1,0.06%,1,315,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,13,179471,12,11,-1,-1,0.05%,1,97,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,192,1277682,12,11,-1,-1,0.06%,1,692,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,132,767805,12,11,-1,-1,0.04%,1,413,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,97,632750,12,11,-1,-1,0.04%,1,340,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D11_L11_CHAR,148,998612,12,11,-1,-1,0.05%,1,538,54.6875,35,64,46.15384615384615,54,117,-1.0,-1,-1,25,2,8,11
memlock-stack,MAGIC_D4_L4_CHAR,86,192963,5,4,-1,-1,0.03%,1,105,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,17,43194,5,4,-1,-1,0.01%,1,27,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,17,35518,5,4,-1,-1,0.01%,1,23,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,8,27185,5,4,-1,-1,0.01%,1,18,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,7,18338,5,4,-1,-1,0.01%,1,14,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,11,40803,5,4,-1,-1,0.01%,1,26,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,30,62414,5,4,-1,-1,0.01%,1,36,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,44,166736,5,4,-1,-1,0.03%,1,92,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,60,145475,5,4,-1,-1,0.02%,1,80,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,17,41807,5,4,-1,-1,0.01%,1,26,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,26,79610,5,4,-1,-1,0.01%,1,46,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,10,42740,5,4,-1,-1,0.01%,1,27,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,26,74497,5,4,-1,-1,0.01%,1,43,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,29,67406,5,4,-1,-1,0.01%,1,41,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,53,208264,5,4,-1,-1,0.02%,1,113,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,17,57254,5,4,-1,-1,0.01%,1,34,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,12,35092,5,4,-1,-1,0.01%,1,23,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
memlock-stack,MAGIC_D4_L4_CHAR,7,20268,5,4,-1,-1,0.01%,1,15,42.0,21,50,38.83495145631068,40,103,-1.0,-1,-1,25,2,8,4
