fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,D,S
fairfuzz,MAGIC_D1_L81_CHAR,0,1696,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,28.08988764,25,89,29.16666667,7,24,25,2,8,1,81
memlock-stack,MAGIC_D1_L61_CHAR,7,3994,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,408,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,746,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,7,4368,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,1,1182,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,773,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,6,3580,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,746,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,1,1202,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,4,2743,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,2,1586,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,6,3670,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,408,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,1,1170,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L61_CHAR,0,773,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,61
memlock-stack,MAGIC_D1_L31_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,2,1552,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,0,408,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,4,2710,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,4,2818,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,0,773,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,6,3704,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,1,1170,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,2,1582,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,1,818,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,4,2677,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,3,1955,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,1,1177,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,1,818,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,0,370,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,3,1975,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,2,1552,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L31_CHAR,6,3550,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,31
memlock-stack,MAGIC_D1_L21_CHAR,2,1529,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,0,370,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,5,2868,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,0,408,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,0,408,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,0,408,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,2,1582,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,2,1620,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,4,2355,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,14,7578,2,1,-1,-1,0.01%,1,8,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,3,1984,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,3,2041,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,1,818,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,1,1182,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L21_CHAR,1,818,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,21
memlock-stack,MAGIC_D1_L51_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,4,2380,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,3,1866,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,1,813,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,3,2041,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,0,402,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,0,408,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,0,370,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,2,1587,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,4,2361,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,6,3563,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,1,786,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,0,418,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,0,304,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,1,1202,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,0,408,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L51_CHAR,4,3164,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,51
memlock-stack,MAGIC_D1_L41_CHAR,1,1202,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,0,434,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,0,408,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,1,818,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,3,2064,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,3,2042,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,11,6038,2,1,-1,-1,0.01%,1,8,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,2,1638,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,2,1686,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,0,773,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,0,402,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,2,1620,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,1,850,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,0,434,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,3,1975,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,0,434,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,0,434,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,10,5720,2,1,-1,-1,0.01%,1,7,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L41_CHAR,2,1620,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,41
memlock-stack,MAGIC_D1_L101_CHAR,4,2677,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,6,3563,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,2,1620,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,0,408,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,3,1975,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,1,813,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,1,1238,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,1,1182,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,6,3584,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,1,850,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,1,818,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,4,2380,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,11,6158,2,1,-1,-1,0.01%,1,7,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L101_CHAR,1,1202,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,101
memlock-stack,MAGIC_D1_L11_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,2,1586,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,1,1234,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,0,408,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,4,2412,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,0,408,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,2,1552,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,1,818,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,3,2008,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,18,9890,2,1,-1,-1,0.01%,1,9,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,1,813,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,1,1202,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,4,2526,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,1,1177,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,1,850,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,1,818,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L11_CHAR,2,1582,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,11
memlock-stack,MAGIC_D1_L71_CHAR,0,402,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,1,1234,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,13,7222,2,1,-1,-1,0.01%,1,8,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,0,784,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,1,818,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,1,1234,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,1,1266,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,0,402,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,3,2041,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,1,1202,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,8,4766,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,1,813,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,0,408,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,4,2421,2,1,-1,-1,0.01%,1,6,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,1,786,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,2,1610,2,1,-1,-1,0.01%,1,5,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
memlock-stack,MAGIC_D1_L71_CHAR,0,408,2,1,-1,-1,0.01%,1,4,34.09090909,15,44,36.08247423,35,97,-1,-1,-1,25,2,8,1,71
