fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,L
redqueen,MAGIC_D1_L2_STR,0,396,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,57,23021,-1,-1,31,5,16.13%,1,28,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,65,26356,-1,-1,31,5,16.13%,1,32,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L2_STR,2,1270,-1,-1,31,5,16.13%,1,3,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
redqueen,MAGIC_D1_L9_STR,0,406,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,404,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,408,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,408,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,402,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,398,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,418,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,402,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,390,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,417,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,406,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,415,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L9_STR,0,406,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,9
redqueen,MAGIC_D1_L8_STR,0,395,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,404,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,423,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,417,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,410,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,412,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,414,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,406,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,411,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L8_STR,0,393,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,8
redqueen,MAGIC_D1_L5_STR,0,416,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,397,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,402,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,413,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,407,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,1,597,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,411,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,412,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,404,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,405,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,410,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,416,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,404,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L5_STR,0,407,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,5
redqueen,MAGIC_D1_L4_STR,0,410,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,405,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,416,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,413,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,396,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,408,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,415,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,404,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,406,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,412,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,408,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,401,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,399,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,406,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,418,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,406,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,414,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L4_STR,0,419,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,4
redqueen,MAGIC_D1_L1_STR,0,210,-1,-1,31,4,12.90%,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,1,410,-1,-1,31,4,12.90%,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,3,984,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,0,210,-1,-1,31,4,12.90%,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,0,210,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,1,601,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,2,762,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,1,606,-1,-1,31,4,12.90%,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,0,210,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,1,396,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,1,401,-1,-1,31,4,12.90%,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,1,601,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,0,210,-1,-1,31,4,12.90%,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,0,201,-1,-1,31,4,12.90%,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,2,788,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,0,210,-1,-1,31,4,12.90%,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,0,210,-1,-1,31,4,12.90%,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,0,201,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,2,801,-1,-1,31,4,12.90%,1,2,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L1_STR,0,210,-1,-1,31,4,12.90%,1,1,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
redqueen,MAGIC_D1_L3_STR,0,376,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,411,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,397,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,401,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,405,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,409,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,402,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,391,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,375,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,402,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,402,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,404,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,404,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,397,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,399,-1,-1,31,5,16.13%,1,2,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
redqueen,MAGIC_D1_L3_STR,0,406,-1,-1,31,5,16.13%,1,1,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
afl,MAGIC_D1_L2_STR,0,33132,3,2,-1,-1,0.01%,1,16,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33307,3,2,-1,-1,0.01%,1,17,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,17139,3,2,-1,-1,0.01%,1,11,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,5993,3,2,-1,-1,0.01%,1,6,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33381,3,2,-1,-1,0.01%,1,17,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,537,2,1,-1,-1,0.01%,1,5,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33132,3,2,-1,-1,0.01%,1,16,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,40484,3,2,-1,-1,0.01%,1,19,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,34576,3,2,-1,-1,0.01%,1,17,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,26573,3,2,-1,-1,0.01%,1,14,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33225,3,2,-1,-1,0.01%,1,17,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33020,3,2,-1,-1,0.01%,1,17,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33564,3,2,-1,-1,0.01%,1,17,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,2709,3,2,-1,-1,0.01%,1,5,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33436,3,2,-1,-1,0.01%,1,16,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33031,3,2,-1,-1,0.01%,1,16,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,2163,3,2,-1,-1,0.01%,1,5,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33207,3,2,-1,-1,0.01%,1,16,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33390,3,2,-1,-1,0.01%,1,17,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L2_STR,0,33123,3,2,-1,-1,0.01%,1,17,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,2
afl,MAGIC_D1_L1_STR,0,537,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,529,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,513,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,569,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,537,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,529,1,0,-1,-1,0.01%,1,5,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,569,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,569,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,529,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,529,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,529,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,569,1,0,-1,-1,0.01%,1,5,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,505,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,569,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,530,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,569,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,505,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,489,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,489,1,0,-1,-1,0.01%,1,5,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L1_STR,0,489,1,0,-1,-1,0.01%,1,4,31.818181818181817,14,44,24.719101123595504,22,89,25.0,6,24,25,2,8,1
afl,MAGIC_D1_L3_STR,121,1053258,3,2,-1,-1,0.01%,1,407,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
afl,MAGIC_D1_L3_STR,4,89635,3,2,-1,-1,0.01%,1,38,34.090909090909086,15,44,28.08988764044944,25,89,29.166666666666668,7,24,25,2,8,3
