fuzzer,program,cycles,execs,paths_total,paths_found,total_edges,edges_found,bitmap_cvg,crashes,duration,region_rate,region_cov,region_tol,line_rate,line_cov,line_tol,branch_rate,branch_cov,branch_tol,function_rate,function_cov,function_tol,C,D
memlock-heap,CHECKSUM_L16_C1_D1,0,402,6,5,-1,-1,0.01%,1,4,52.27272727272727,23,44,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,1,1
memlock-heap,CHECKSUM_L16_C1_D1,0,398,4,3,-1,-1,0.01%,1,4,52.27272727272727,23,44,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,1,1
memlock-heap,CHECKSUM_L16_C1_D1,0,408,8,7,-1,-1,0.01%,1,4,52.27272727272727,23,44,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,1,1
memlock-heap,CHECKSUM_L16_C1_D1,0,406,5,4,-1,-1,0.01%,1,4,52.27272727272727,23,44,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,1,1
memlock-heap,CHECKSUM_L16_C1_D1,0,794,7,6,-1,-1,0.01%,1,4,52.27272727272727,23,44,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,1,1
memlock-heap,CHECKSUM_L16_C1_D1,0,426,5,4,-1,-1,0.01%,1,4,52.27272727272727,23,44,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,1,1
memlock-heap,CHECKSUM_L16_C1_D1,0,422,7,6,-1,-1,0.01%,1,4,52.27272727272727,23,44,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,1,1
memlock-heap,CHECKSUM_L70_C1_D8,0,398,4,3,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,422,7,6,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,809,3,2,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,381,9,8,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,810,13,12,-1,-1,0.01%,1,5,74.13793103448276,43,58,72.07207207207207,80,111,-1.0,-1,-1,100,8,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,402,6,5,-1,-1,0.01%,1,4,56.896551724137936,33,58,57.65765765765766,64,111,-1.0,-1,-1,75,6,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,402,6,5,-1,-1,0.01%,1,5,56.896551724137936,33,58,57.65765765765766,64,111,-1.0,-1,-1,75,6,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,795,8,7,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,410,7,6,-1,-1,0.01%,1,4,84.48275862068965,49,58,77.47747747747748,86,111,-1.0,-1,-1,100,8,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,386,9,8,-1,-1,0.01%,1,4,74.13793103448276,43,58,72.07207207207207,80,111,-1.0,-1,-1,100,8,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,394,9,8,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,784,10,9,-1,-1,0.01%,1,4,56.896551724137936,33,58,57.65765765765766,64,111,-1.0,-1,-1,75,6,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,396,7,6,-1,-1,0.01%,1,4,56.896551724137936,33,58,57.65765765765766,64,111,-1.0,-1,-1,75,6,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,418,8,7,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,396,7,6,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,396,7,6,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,426,5,4,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,380,5,4,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,410,7,6,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C1_D8,0,408,2,1,-1,-1,0.01%,1,4,39.6551724137931,23,58,44.14414414414414,49,111,-1.0,-1,-1,50,4,8,1,8
memlock-heap,CHECKSUM_L70_C8_D1,0,410,12,11,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,426,5,4,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,410,7,6,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,808,13,12,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,394,5,4,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,422,7,6,-1,-1,0.01%,1,4,67.24137931034483,39,58,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,1162,5,4,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,810,5,4,-1,-1,0.01%,1,5,82.75862068965517,48,58,79.38144329896907,77,97,-1.0,-1,-1,100,8,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,386,8,7,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,379,6,5,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,396,7,6,-1,-1,0.01%,1,5,84.48275862068965,49,58,79.38144329896907,77,97,-1.0,-1,-1,100,8,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,1626,5,4,-1,-1,0.01%,1,5,91.3793103448276,53,58,79.38144329896907,77,97,-1.0,-1,-1,100,8,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,1202,10,9,-1,-1,0.01%,1,5,91.3793103448276,53,58,79.38144329896907,77,97,-1.0,-1,-1,100,8,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,778,9,8,-1,-1,0.01%,1,4,67.24137931034483,39,58,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,394,10,9,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,370,10,9,-1,-1,0.01%,1,4,67.24137931034483,39,58,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,406,5,4,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,410,7,6,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,779,6,5,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L70_C8_D1,0,426,9,8,-1,-1,0.01%,1,4,51.72413793103448,30,58,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,8,1
memlock-heap,CHECKSUM_L36_C1_D2,0,422,7,6,-1,-1,0.01%,1,4,71.73913043478261,33,46,64.64646464646465,64,99,-1.0,-1,-1,75,6,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,410,11,10,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,418,8,7,-1,-1,0.01%,1,4,71.73913043478261,33,46,64.64646464646465,64,99,-1.0,-1,-1,75,6,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,422,7,6,-1,-1,0.01%,1,4,71.73913043478261,33,46,64.64646464646465,64,99,-1.0,-1,-1,75,6,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,786,6,5,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,426,9,8,-1,-1,0.01%,1,5,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,418,4,3,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,402,6,5,-1,-1,0.01%,1,4,71.73913043478261,33,46,64.64646464646465,64,99,-1.0,-1,-1,75,6,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,392,7,6,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,406,5,4,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,787,7,6,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,426,5,4,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,410,7,6,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,406,5,4,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,406,5,4,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,402,6,5,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,418,4,3,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,806,6,5,-1,-1,0.01%,1,4,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,418,8,7,-1,-1,0.01%,1,5,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C1_D2,0,402,6,5,-1,-1,0.01%,1,5,50.0,23,46,49.494949494949495,49,99,-1.0,-1,-1,50,4,8,1,2
memlock-heap,CHECKSUM_L36_C2_D1,0,834,8,7,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,1182,11,10,-1,-1,0.01%,1,4,71.73913043478261,33,46,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,754,6,5,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,406,5,4,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,398,4,3,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,386,4,3,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,394,5,4,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,398,9,8,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,410,7,6,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,396,7,6,-1,-1,0.01%,1,4,71.73913043478261,33,46,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,798,5,4,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,418,8,7,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,787,7,6,-1,-1,0.01%,1,4,71.73913043478261,33,46,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,410,7,6,-1,-1,0.01%,1,5,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,404,8,7,-1,-1,0.01%,1,5,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,402,6,5,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,390,3,2,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,390,3,2,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,396,7,6,-1,-1,0.01%,1,5,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L36_C2_D1,0,394,9,8,-1,-1,0.01%,1,4,52.17391304347826,24,46,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,2,1
memlock-heap,CHECKSUM_L60_C6_D1,0,388,6,5,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,402,6,5,-1,-1,0.01%,1,4,68.51851851851852,37,54,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,738,8,7,-1,-1,0.01%,1,4,68.51851851851852,37,54,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,1166,9,8,-1,-1,0.01%,1,5,88.88888888888889,48,54,79.38144329896907,77,97,-1.0,-1,-1,100,8,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,402,6,5,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,806,6,5,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,404,8,7,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,372,4,3,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,406,5,4,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,404,8,7,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,404,8,7,-1,-1,0.01%,1,5,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,414,6,5,-1,-1,0.01%,1,5,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,410,7,6,-1,-1,0.01%,1,5,68.51851851851852,37,54,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,1258,9,8,-1,-1,0.01%,1,4,68.51851851851852,37,54,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,402,6,5,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,402,6,5,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,414,6,5,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,811,10,9,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,402,6,5,-1,-1,0.01%,1,4,51.85185185185185,28,54,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,6,1
memlock-heap,CHECKSUM_L60_C6_D1,0,1170,10,9,-1,-1,0.01%,1,5,68.51851851851852,37,54,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,6,1
memlock-heap,CHECKSUM_L52_C5_D1,0,398,4,3,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,1186,12,11,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,814,7,6,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,378,3,2,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,786,6,5,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,795,8,7,-1,-1,0.01%,1,4,69.23076923076923,36,52,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,402,6,5,-1,-1,0.01%,1,5,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,402,6,5,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,394,10,9,-1,-1,0.01%,1,4,69.23076923076923,36,52,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,402,6,5,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,406,5,4,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,406,5,4,-1,-1,0.01%,1,5,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,388,6,5,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,378,7,6,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,402,6,5,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,402,2,1,-1,-1,0.01%,1,5,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,420,10,9,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,795,8,7,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,426,5,4,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L52_C5_D1,0,806,6,5,-1,-1,0.01%,1,4,51.92307692307693,27,52,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,5,1
memlock-heap,CHECKSUM_L46_C1_D4,0,418,4,3,-1,-1,0.01%,1,4,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,386,8,7,-1,-1,0.01%,1,4,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,378,7,6,-1,-1,0.01%,1,5,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,388,6,5,-1,-1,0.01%,1,4,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,355,5,4,-1,-1,0.01%,1,5,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,386,4,3,-1,-1,0.01%,1,5,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,402,6,5,-1,-1,0.01%,1,4,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,410,12,11,-1,-1,0.01%,1,5,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,378,7,6,-1,-1,0.01%,1,5,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,418,4,3,-1,-1,0.01%,1,4,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,362,5,4,-1,-1,0.01%,1,4,66.0,33,50,62.13592233009708,64,103,-1.0,-1,-1,75,6,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,378,3,2,-1,-1,0.01%,1,4,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,402,10,9,-1,-1,0.01%,1,5,66.0,33,50,62.13592233009708,64,103,-1.0,-1,-1,75,6,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,754,6,5,-1,-1,0.01%,1,4,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,779,9,8,-1,-1,0.01%,1,4,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,779,8,7,-1,-1,0.01%,1,5,90.0,45,50,79.6116504854369,82,103,-1.0,-1,-1,100,8,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,410,7,6,-1,-1,0.01%,1,4,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,834,4,3,-1,-1,0.01%,1,5,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,426,5,4,-1,-1,0.01%,1,4,46.0,23,50,47.57281553398058,49,103,-1.0,-1,-1,50,4,8,1,4
memlock-heap,CHECKSUM_L46_C1_D4,0,810,9,8,-1,-1,0.01%,1,5,86.0,43,50,77.66990291262135,80,103,-1.0,-1,-1,100,8,8,1,4
memlock-heap,CHECKSUM_L84_C10_D1,0,394,9,8,-1,-1,0.01%,1,4,51.61290322580645,32,62,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,10,1
memlock-heap,CHECKSUM_L84_C10_D1,0,1213,9,8,-1,-1,0.01%,1,5,66.12903225806451,41,62,64.94845360824742,63,97,-1.0,-1,-1,75,6,8,10,1
memlock-heap,CHECKSUM_L84_C10_D1,0,410,7,6,-1,-1,0.01%,1,5,51.61290322580645,32,62,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,10,1
memlock-heap,CHECKSUM_L84_C10_D1,0,402,6,5,-1,-1,0.01%,1,4,51.61290322580645,32,62,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,10,1
memlock-heap,CHECKSUM_L84_C10_D1,0,418,8,7,-1,-1,0.01%,1,4,51.61290322580645,32,62,50.51546391752577,49,97,-1.0,-1,-1,50,4,8,10,1
